"Data Table: Heart failure, Age-standardized all-cause mortality rate and rate ratio, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Mortality without the condition (per 100,000)","Standard Error of mortality without the condition","Lower 95%_CI of mortality without the condition","Upper 95%_CI of mortality without the condition","Rate CV (%) of mortality without the condition","Counts of mortality without the condition","Population of mortality without the condition","Mortality with the condition (per 100,000)","Standard Error of mortality with the condition","Lower 95%_CI of mortality with the condition","Upper 95%_CI of mortality with the condition","Rate CV (%) of mortality with the condition","Counts of mortality with the condition","Population of mortality with the condition","Rate ratio","Lower 95%_CI of rate ratio","Upper 95%_CI of rate ratio",
"Alberta","Both sexes","Total","40+","2006–2007","966","9.23","948","985","0.96","11315","1475545","6171","214.19","5759","6641","3.47","6560","55605","6.39","5.95","6.85",
"Alberta","Females","Total","40+","2006–2007","813","11.09","791","835","1.36","5420","750100","6002","353.07","5330","6813","5.88","3290","28055","7.39","6.56","8.31",
"Alberta","Males","Total","40+","2006–2007","1167","16.25","1136","1200","1.39","5895","725445","6393","261.83","5890","7002","4.10","3280","27560","5.48","5.03","5.96",
"Alberta","Both sexes","Total","40+","2007–2008","951","8.97","934","969","0.94","11575","1517925","6386","227.36","5948","6884","3.56","6685","56575","6.71","6.25","7.22",
"Alberta","Females","Total","40+","2007–2008","801","10.80","780","822","1.35","5550","770310","6741","384.76","6007","7618","5.71","3435","28495","8.42","7.50","9.44",
"Alberta","Males","Total","40+","2007–2008","1143","15.69","1113","1175","1.37","6025","747610","6249","274.45","5723","6886","4.39","3250","28080","5.47","4.99","5.98",
"Alberta","Both sexes","Total","40+","2008–2009","993","8.96","975","1010","0.90","12580","1561540","6498","229.45","6056","7005","3.53","6970","57640","6.55","6.10","7.03",
"Alberta","Females","Total","40+","2008–2009","829","10.79","808","850","1.30","5945","791025","6788","403.23","6020","7725","5.94","3550","28835","8.19","7.27","9.23",
"Alberta","Males","Total","40+","2008–2009","1199","15.62","1169","1230","1.30","6635","770515","6428","269.27","5911","7058","4.19","3420","28805","5.36","4.92","5.84",
"Alberta","Both sexes","Total","40+","2009–2010","939","8.56","922","956","0.91","12300","1604195","5925","206.80","5527","6385","3.49","6990","58735","6.31","5.88","6.77",
"Alberta","Females","Total","40+","2009–2010","768","10.20","748","788","1.33","5715","811420","5452","286.37","4905","6155","5.25","3645","29195","7.10","6.39","7.90",
"Alberta","Males","Total","40+","2009–2010","1156","15.03","1126","1186","1.30","6580","792770","6339","290.12","5783","7006","4.58","3345","29545","5.49","5.00","6.02",
"Alberta","Both sexes","Total","40+","2010–2011","927","8.33","911","943","0.90","12625","1654180","5772","201.02","5384","6215","3.48","7125","60175","6.23","5.80","6.68",
"Alberta","Females","Total","40+","2010–2011","766","10.00","747","786","1.31","5925","835130","5958","343.57","5303","6759","5.77","3685","29695","7.78","6.93","8.73",
"Alberta","Males","Total","40+","2010–2011","1126","14.44","1098","1155","1.28","6700","819055","5740","244.52","5271","6309","4.26","3440","30480","5.10","4.67","5.56",
"Alberta","Both sexes","Total","40+","2011–2012","906","8.05","890","922","0.89","12910","1706200","5814","197.33","5434","6246","3.39","7040","61745","6.42","5.99","6.88",
"Alberta","Females","Total","40+","2011–2012","754","9.74","735","774","1.29","6065","859515","5783","320.71","5171","6527","5.55","3655","30320","7.67","6.86","8.57",
"Alberta","Males","Total","40+","2011–2012","1091","13.80","1064","1118","1.26","6840","846680","5907","249.74","5427","6476","4.23","3385","31425","5.42","4.97","5.91",
"Alberta","Both sexes","Total","40+","2012–2013","889","7.81","874","904","0.88","13210","1770280","5784","188.30","5421","6196","3.26","7380","63600","6.51","6.09","6.95",
"Alberta","Females","Total","40+","2012–2013","748","9.52","729","767","1.27","6250","888625","6315","351.95","5644","7125","5.57","3835","30950","8.45","7.55","9.45",
"Alberta","Males","Total","40+","2012–2013","1059","13.25","1033","1085","1.25","6965","881655","5536","213.59","5125","6026","3.86","3545","32645","5.23","4.83","5.66",
"Alberta","Both sexes","Total","40+","2013–2014","871","7.57","856","886","0.87","13535","1834610","5614","182.58","5262","6016","3.25","7365","65095","6.45","6.04","6.89",
"Alberta","Females","Total","40+","2013–2014","733","9.24","715","751","1.26","6395","918370","6091","337.88","5447","6879","5.55","3765","31325","8.31","7.43","9.29",
"Alberta","Males","Total","40+","2013–2014","1038","12.80","1013","1063","1.23","7145","916250","5393","209.35","4991","5877","3.88","3600","33765","5.20","4.80","5.63",
"Alberta","Both sexes","Total","40+","2014–2015","874","7.43","859","888","0.85","14155","1895010","5912","198.77","5529","6344","3.36","7830","67165","6.77","6.32","7.24",
"Alberta","Females","Total","40+","2014–2015","738","9.10","721","757","1.23","6700","946505","6131","338.77","5485","6919","5.53","4010","32010","8.30","7.43","9.28",
"Alberta","Males","Total","40+","2014–2015","1034","12.46","1010","1059","1.20","7460","948510","5849","245.51","5377","6399","4.20","3815","35145","5.66","5.19","6.16",
"Alberta","Both sexes","Total","40+","2015–2016","852","7.18","838","866","0.84","14430","1946960","5736","180.01","5389","6128","3.14","7830","69090","6.73","6.32","7.17",
"Alberta","Females","Total","40+","2015–2016","715","8.80","698","732","1.23","6725","972340","5373","270.31","4856","6018","5.03","3875","32805","7.52","6.79","8.32",
"Alberta","Males","Total","40+","2015–2016","1012","11.96","988","1035","1.18","7705","974620","6031","238.05","5573","6562","3.95","3960","36290","5.96","5.50","6.46",
"Alberta","Both sexes","Total","40+","2016–2017","833","6.97","819","847","0.84","14620","1994735","5203","154.66","4905","5547","2.97","8110","71190","6.25","5.88","6.64",
"Alberta","Females","Total","40+","2016–2017","704","8.59","688","721","1.22","6875","996985","5210","255.39","4722","5821","4.90","4040","33640","7.40","6.70","8.17",
"Alberta","Males","Total","40+","2016–2017","983","11.56","961","1006","1.18","7745","997745","5274","195.47","4898","5726","3.71","4070","37555","5.36","4.97","5.79",
"Alberta","Both sexes","Total","40+","2017–2018","834","6.82","820","847","0.82","15300","2044805","5851","196.06","5473","6274","3.35","8400","73320","7.02","6.56","7.51",
"Alberta","Females","Total","40+","2017–2018","691","8.33","675","708","1.20","7060","1022400","5888","336.44","5247","6663","5.71","4190","34510","8.52","7.59","9.55",
"Alberta","Males","Total","40+","2017–2018","1000","11.37","978","1023","1.14","8240","1022410","5905","241.32","5442","6439","4.09","4210","38810","5.91","5.43","6.42",
"Alberta","Both sexes","Total","40+","2018–2019","801","6.55","788","814","0.82","15345","2100875","5016","148.12","4730","5340","2.95","8170","75775","6.26","5.90","6.65",
"Alberta","Females","Total","40+","2018–2019","673","8.07","657","689","1.20","7130","1050970","5198","256.72","4707","5800","4.94","4080","35445","7.72","6.99","8.53",
"Alberta","Males","Total","40+","2018–2019","947","10.77","926","968","1.14","8210","1049895","4974","181.02","4626","5385","3.64","4090","40330","5.25","4.87","5.66",
"Alberta","Both sexes","Total","40+","2019–2020","752","6.22","740","765","0.83","15030","2161335","4839","138.85","4570","5142","2.87","8210","79070","6.43","6.07","6.82",
"Alberta","Females","Total","40+","2019–2020","645","7.74","630","660","1.20","7145","1081875","4977","236.40","4525","5532","4.75","4110","36710","7.72","7.01","8.49",
"Alberta","Males","Total","40+","2019–2020","875","10.15","855","895","1.16","7885","1079455","4809","171.65","4478","5195","3.57","4100","42355","5.50","5.11","5.92",
"Alberta","Both sexes","Total","40+","2020–2021*","875","6.58","862","888","0.75","18220","2216150","5731","167.52","5407","6088","2.92","9140","80835","6.55","6.17","6.95",
"Alberta","Females","Total","40+","2020–2021*","726","8.09","711","743","1.11","8340","1109685","5361","254.67","4873","5944","4.75","4430","37215","7.38","6.71","8.12",
"Alberta","Males","Total","40+","2020–2021*","1043","10.78","1022","1064","1.03","9880","1106460","6014","219.70","5591","6491","3.65","4710","43625","5.77","5.35","6.21",
"Alberta","Both sexes","Total","40+","2021–2022*","878","6.44","865","891","0.73","19125","2282430","5582","152.59","5287","5908","2.73","9410","83265","6.36","6.01","6.72",
"Alberta","Females","Total","40+","2021–2022*","718","7.89","703","734","1.10","8580","1143980","5648","265.57","5139","6246","4.70","4460","38085","7.86","7.15","8.64",
"Alberta","Males","Total","40+","2021–2022*","1057","10.57","1037","1078","1.00","10540","1138450","5635","186.24","5276","6043","3.30","4945","45175","5.33","4.98","5.70",
"Alberta","Both sexes","Total","40+","2022–2023*","867","6.27","854","879","0.72","19715","2369535","5650","142.49","5374","5951","2.52","10070","87475","6.52","6.19","6.86",
"Alberta","Females","Total","40+","2022–2023*","729","7.78","714","744","1.07","9095","1188965","5604","242.90","5138","6137","4.33","4935","40100","7.69","7.04","8.39",
"Alberta","Males","Total","40+","2022–2023*","1022","10.17","1002","1042","1.00","10620","1180570","5718","174.79","5381","6096","3.06","5130","47370","5.60","5.26","5.96",
"British Columbia","Both sexes","Total","40+","2000–2001","1090","8.20","1074","1106","0.75","18055","1853275","7460","259.61","6960","8030","3.48","7960","55920","6.85","6.38","7.34",
"British Columbia","Females","Total","40+","2000–2001","902","9.77","883","922","1.08","8670","956700","6937","404.79","6167","7917","5.83","3960","28560","7.69","6.85","8.64",
"British Columbia","Males","Total","40+","2000–2001","1340","14.48","1311","1368","1.08","9385","896570","7936","334.85","7294","8690","4.22","4000","27360","5.92","5.44","6.45",
"British Columbia","Both sexes","Total","40+","2001–2002","1118","8.16","1102","1135","0.73","19110","1901810","7575","253.50","7086","8129","3.35","8400","59155","6.77","6.33","7.24",
"British Columbia","Females","Total","40+","2001–2002","928","9.74","909","948","1.05","9220","981345","6926","379.19","6203","7825","5.47","4135","30215","7.46","6.69","8.32",
"British Columbia","Males","Total","40+","2001–2002","1362","14.27","1334","1390","1.05","9895","920465","8181","338.65","7530","8943","4.14","4265","28940","6.01","5.53","6.53",
"British Columbia","Both sexes","Total","40+","2002–2003","1089","7.92","1074","1105","0.73","19180","1951055","7812","278.77","7275","8418","3.57","8500","61985","7.17","6.68","7.70",
"British Columbia","Females","Total","40+","2002–2003","914","9.51","895","932","1.04","9345","1006450","7939","468.08","7048","9011","5.90","4285","31660","8.69","7.73","9.77",
"British Columbia","Males","Total","40+","2002–2003","1312","13.75","1285","1339","1.05","9835","944605","7893","346.07","7230","8676","4.38","4215","30325","6.02","5.51","6.57",
"British Columbia","Both sexes","Total","40+","2003–2004","1098","7.84","1083","1114","0.71","19865","2004570","6874","228.34","6434","7376","3.32","9305","66345","6.26","5.86","6.69",
"British Columbia","Females","Total","40+","2003–2004","930","9.46","911","949","1.02","9770","1032650","6999","415.74","6208","7975","5.94","4785","33750","7.53","6.69","8.47",
"British Columbia","Males","Total","40+","2003–2004","1310","13.52","1284","1337","1.03","10100","971930","6953","268.82","6436","7568","3.87","4520","32590","5.31","4.91","5.74",
"British Columbia","Both sexes","Total","40+","2004–2005","1070","7.62","1055","1085","0.71","19905","2053820","7063","243.26","6594","7587","3.44","9350","69910","6.60","6.16","7.07",
"British Columbia","Females","Total","40+","2004–2005","889","9.14","871","907","1.03","9555","1056680","7085","399.71","6323","8003","5.64","4850","35360","7.97","7.12","8.92",
"British Columbia","Males","Total","40+","2004–2005","1300","13.21","1274","1326","1.02","10350","997140","7166","306.69","6578","7844","4.28","4505","34550","5.51","5.06","6.01",
"British Columbia","Both sexes","Total","40+","2005–2006","1021","7.32","1006","1035","0.72","19570","2100970","6583","231.10","6138","7084","3.51","9515","73665","6.45","6.01","6.92",
"British Columbia","Females","Total","40+","2005–2006","848","8.81","831","866","1.04","9375","1080475","6600","395.25","5848","7508","5.99","4945","37095","7.78","6.91","8.76",
"British Columbia","Males","Total","40+","2005–2006","1235","12.62","1210","1260","1.02","10200","1020500","6688","284.03","6143","7325","4.25","4575","36570","5.42","4.97","5.90",
"British Columbia","Both sexes","Total","40+","2006–2007","1018","7.21","1004","1032","0.71","20070","2139745","6468","207.67","6067","6921","3.21","10250","77400","6.35","5.96","6.78",
"British Columbia","Females","Total","40+","2006–2007","850","8.68","833","867","1.02","9660","1101180","6387","340.55","5737","7174","5.33","5230","38710","7.52","6.76","8.36",
"British Columbia","Males","Total","40+","2006–2007","1226","12.36","1202","1250","1.01","10405","1038565","6627","260.66","6126","7219","3.93","5020","38690","5.41","4.99","5.85",
"British Columbia","Both sexes","Total","40+","2007–2008","1022","7.11","1008","1036","0.70","20745","2185990","6326","209.55","5922","6781","3.31","10160","80150","6.19","5.79","6.62",
"British Columbia","Females","Total","40+","2007–2008","864","8.64","847","881","1.00","10080","1124350","5641","297.26","5073","6336","5.27","5145","39800","6.53","5.88","7.25",
"British Columbia","Males","Total","40+","2007–2008","1214","12.07","1190","1238","0.99","10665","1061635","6873","289.33","6317","7518","4.21","5020","40355","5.66","5.20","6.16",
"British Columbia","Both sexes","Total","40+","2008–2009","977","6.86","964","991","0.70","20355","2230380","5991","189.98","5624","6406","3.17","10400","83610","6.13","5.75","6.53",
"British Columbia","Females","Total","40+","2008–2009","811","8.27","795","827","1.02","9695","1147305","5749","294.79","5185","6437","5.13","5230","41310","7.09","6.40","7.85",
"British Columbia","Males","Total","40+","2008–2009","1183","11.74","1160","1206","0.99","10665","1083080","6259","250.76","5777","6826","4.01","5170","42300","5.29","4.88","5.74",
"British Columbia","Both sexes","Total","40+","2009–2010","924","6.57","911","937","0.71","19850","2273775","5613","187.32","5252","6022","3.34","10175","86890","6.07","5.68","6.50",
"British Columbia","Females","Total","40+","2009–2010","775","7.97","760","791","1.03","9560","1170545","5695","309.69","5105","6418","5.44","5210","42695","7.34","6.59","8.19",
"British Columbia","Males","Total","40+","2009–2010","1107","11.16","1086","1130","1.01","10285","1103230","5646","235.14","5195","6178","4.16","4965","44190","5.10","4.69","5.55",
"British Columbia","Both sexes","Total","40+","2010–2011","906","6.40","893","918","0.71","20100","2319765","5884","204.16","5490","6327","3.47","10790","90345","6.50","6.06","6.96",
"British Columbia","Females","Total","40+","2010–2011","766","7.81","751","782","1.02","9765","1194940","5751","329.96","5122","6513","5.74","5495","44135","7.50","6.69","8.41",
"British Columbia","Males","Total","40+","2010–2011","1077","10.80","1056","1098","1.00","10340","1124825","6040","260.10","5540","6624","4.31","5295","46205","5.61","5.14","6.12",
"British Columbia","Both sexes","Total","40+","2011–2012","887","6.24","875","899","0.70","20325","2359470","5181","171.17","4851","5560","3.30","10855","93470","5.84","5.47","6.24",
"British Columbia","Females","Total","40+","2011–2012","749","7.62","735","765","1.02","9845","1215525","4801","267.06","4292","5437","5.56","5470","45475","6.41","5.73","7.16",
"British Columbia","Males","Total","40+","2011–2012","1054","10.47","1033","1074","0.99","10485","1143955","5498","222.23","5071","6009","4.04","5385","48000","5.22","4.81","5.66",
"British Columbia","Both sexes","Total","40+","2012–2013","866","6.07","854","878","0.70","20470","2395075","5341","173.60","5006","5723","3.25","11410","96605","6.17","5.78","6.59",
"British Columbia","Females","Total","40+","2012–2013","734","7.45","719","749","1.01","9920","1234625","4974","277.42","4445","5632","5.58","5665","46735","6.78","6.06","7.57",
"British Columbia","Males","Total","40+","2012–2013","1022","10.11","1002","1042","0.99","10555","1160460","5656","222.88","5228","6163","3.94","5745","49865","5.54","5.11","6.00",
"British Columbia","Both sexes","Total","40+","2013–2014","855","5.95","843","867","0.70","20830","2419885","5029","161.24","4717","5386","3.21","11375","100095","5.88","5.51","6.27",
"British Columbia","Females","Total","40+","2013–2014","717","7.27","702","731","1.01","9955","1249165","4854","255.54","4366","5458","5.26","5770","48285","6.78","6.10","7.53",
"British Columbia","Males","Total","40+","2013–2014","1019","9.91","999","1038","0.97","10875","1170725","5186","209.97","4783","5673","4.05","5600","51810","5.09","4.69","5.52",
"British Columbia","Both sexes","Total","40+","2014–2015","837","5.81","826","849","0.69","21020","2452530","4983","161.94","4670","5339","3.25","11845","104040","5.95","5.58","6.35",
"British Columbia","Females","Total","40+","2014–2015","704","7.12","690","718","1.01","10065","1267150","5046","277.41","4517","5685","5.50","5975","50010","7.17","6.43","8.00",
"British Columbia","Males","Total","40+","2014–2015","992","9.61","974","1011","0.97","10950","1185370","4975","190.51","4609","5422","3.83","5870","54025","5.01","4.64","5.42",
"British Columbia","Both sexes","Total","40+","2015–2016","844","5.75","833","856","0.68","21855","2490420","4969","156.68","4666","5315","3.15","12280","107635","5.89","5.53","6.27",
"British Columbia","Females","Total","40+","2015–2016","711","7.07","698","725","0.99","10435","1287955","4866","248.02","4392","5454","5.10","6125","51340","6.84","6.18","7.57",
"British Columbia","Males","Total","40+","2015–2016","1002","9.49","983","1021","0.95","11420","1202470","5101","203.32","4710","5569","3.99","6155","56300","5.09","4.70","5.52",
"British Columbia","Both sexes","Total","40+","2016–2017","888","5.81","876","899","0.65","23750","2531580","5116","150.13","4826","5448","2.93","13010","111045","5.76","5.43","6.11",
"British Columbia","Females","Total","40+","2016–2017","748","7.15","734","762","0.96","11350","1309885","5189","244.30","4721","5761","4.71","6490","52590","6.94","6.31","7.62",
"British Columbia","Males","Total","40+","2016–2017","1049","9.54","1031","1068","0.91","12400","1221690","5142","191.11","4774","5583","3.72","6520","58455","4.90","4.55","5.28",
"British Columbia","Both sexes","Total","40+","2017–2018","862","5.65","851","873","0.66","23775","2567960","4935","145.39","4654","5253","2.95","12875","114560","5.72","5.40","6.07",
"British Columbia","Females","Total","40+","2017–2018","706","6.85","692","719","0.97","11060","1329490","4696","245.08","4228","5263","5.22","6235","53675","6.65","6.00","7.38",
"British Columbia","Males","Total","40+","2017–2018","1041","9.35","1023","1060","0.90","12715","1238475","5133","178.32","4789","5540","3.47","6650","60895","4.93","4.60","5.29",
"British Columbia","Both sexes","Total","40+","2018–2019","842","5.52","832","853","0.66","23855","2605750","5164","154.25","4866","5497","2.99","12965","118840","6.13","5.77","6.51",
"British Columbia","Females","Total","40+","2018–2019","694","6.72","681","708","0.97","11145","1349860","5060","251.46","4579","5634","4.97","6320","55320","7.29","6.60","8.05",
"British Columbia","Males","Total","40+","2018–2019","1010","9.08","993","1028","0.90","12715","1255890","5286","195.80","4910","5722","3.70","6650","63525","5.23","4.86","5.64",
"British Columbia","Both sexes","Total","40+","2019–2020","820","5.36","810","831","0.65","24060","2652690","4961","144.65","4682","5272","2.92","13340","123265","6.05","5.71","6.42",
"British Columbia","Females","Total","40+","2019–2020","689","6.60","676","702","0.96","11420","1374705","5055","245.59","4585","5608","4.86","6485","56955","7.33","6.65","8.08",
"British Columbia","Males","Total","40+","2019–2020","970","8.75","953","987","0.90","12640","1277980","4949","177.37","4608","5343","3.58","6855","66305","5.10","4.75","5.49",
"British Columbia","Both sexes","Total","40+","2020–2021*","856","5.42","845","867","0.63","25785","2700325","5302","151.77","5009","5624","2.86","13865","127480","6.19","5.85","6.56",
"British Columbia","Females","Total","40+","2020–2021*","681","6.47","668","694","0.95","11645","1400270","5112","245.95","4641","5659","4.81","6580","58365","7.51","6.82","8.26",
"British Columbia","Males","Total","40+","2020–2021*","1055","9.00","1037","1072","0.85","14140","1300055","5464","192.79","5093","5883","3.53","7290","69125","5.18","4.82","5.56",
"British Columbia","Both sexes","Total","40+","2021–2022*","912","5.51","902","923","0.60","28415","2764610","5569","143.38","5292","5871","2.57","14940","132835","6.10","5.80","6.43",
"British Columbia","Females","Total","40+","2021–2022*","735","6.64","722","748","0.90","12925","1434210","4981","207.93","4581","5445","4.17","7055","60525","6.78","6.24","7.37",
"British Columbia","Males","Total","40+","2021–2022*","1113","9.09","1096","1131","0.82","15490","1330395","5976","193.28","5603","6389","3.23","7885","72315","5.37","5.03","5.73",
"British Columbia","Both sexes","Total","40+","2022–2023*","857","5.25","847","868","0.61","27710","2838880","5275","136.30","5011","5562","2.58","15290","137225","6.15","5.84","6.48",
"British Columbia","Females","Total","40+","2022–2023*","694","6.34","682","706","0.91","12680","1472840","4817","205.16","4423","5271","4.26","7260","62210","6.94","6.37","7.56",
"British Columbia","Males","Total","40+","2022–2023*","1044","8.65","1027","1061","0.83","15030","1366035","5600","180.86","5251","5987","3.23","8025","75010","5.37","5.03","5.73",
"Yukon Territory","Both sexes","Total","40+","2000–2001","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2000–2001","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2000–2001","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2001–2002","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2001–2002","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2001–2002","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2002–2003","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2002–2003","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2002–2003","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2003–2004","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2003–2004","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2003–2004","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2004–2005","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2004–2005","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2004–2005","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2005–2006","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2005–2006","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2005–2006","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2006–2007","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2006–2007","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2006–2007","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2007–2008","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2007–2008","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2007–2008","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2008–2009","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2008–2009","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2008–2009","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2009–2010","","","","","","","","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2009–2010","","","","","","","","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2009–2010","","","","","","","","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2010–2011","1215","123.06","986","1498","10.13","135","17365","5168","1270.32","2986","14971","24.58","35","420","4.25","2.53","7.16",
"Yukon Territory","Females","Total","40+","2010–2011","1022","157.48","737","1401","15.40","55","8320","2704","806.74","1361","19026","29.84","15","210","2.64","1.37","5.11",
"Yukon Territory","Males","Total","40+","2010–2011","1413","201.18","1047","1929","14.24","85","9050","7570","2379.35","3649","32082","31.43","20","215","5.36","2.72","10.53",
"Yukon Territory","Both sexes","Total","40+","2011–2012","1387","130.40","1143","1682","9.40","145","17785","6914","1512.79","4273","12791","21.88","50","470","4.98","3.13","7.95",
"Yukon Territory","Females","Total","40+","2011–2012","1039","160.95","748","1425","15.49","50","8545","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2011–2012","1703","208.19","1320","2217","12.22","100","9240","7896","2032.24","4429","18416","25.74","30","235","4.64","2.65","8.10",
"Yukon Territory","Both sexes","Total","40+","2012–2013","1333","124.44","1101","1613","9.33","155","18170","5803","1666.17","3011","12032","28.71","35","500","4.35","2.41","7.87",
"Yukon Territory","Females","Total","40+","2012–2013","987","147.29","719","1342","14.93","60","8745","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2012–2013","1681","208.18","1298","2176","12.38","100","9430","6125","1868.02","3029","18747","30.50","20","250","3.64","1.91","6.94",
"Yukon Territory","Both sexes","Total","40+","2013–2014","1356","123.59","1125","1632","9.11","160","18395","3360","724.68","2093","9401","21.57","35","550","2.48","1.57","3.92",
"Yukon Territory","Females","Total","40+","2013–2014","1153","154.21","871","1523","13.37","65","8855","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2013–2014","1581","201.02","1212","2056","12.71","95","9540","3283","801.07","1905","27817","24.40","20","270","2.08","1.21","3.56",
"Yukon Territory","Both sexes","Total","40+","2014–2015","1152","112.07","943","1403","9.73","135","18565","4218","651.70","3038","8602","15.45","50","625","3.66","2.56","5.24",
"Yukon Territory","Females","Total","40+","2014–2015","843","132.44","604","1168","15.71","50","8975","3459","764.34","2127","10345","22.10","25","330","4.10","2.41","6.98",
"Yukon Territory","Males","Total","40+","2014–2015","1490","191.95","1138","1950","12.88","85","9585","5019","1076.36","3136","16979","21.44","30","300","3.37","2.06","5.50",
"Yukon Territory","Both sexes","Total","40+","2015–2016","937","93.62","763","1150","9.99","130","18910","4685","771.86","3296","9186","16.47","65","670","5.00","3.43","7.29",
"Yukon Territory","Females","Total","40+","2015–2016","836","127.52","605","1140","15.25","55","9140","3530","952.77","1916","10602","26.99","30","365","4.22","2.30","7.75",
"Yukon Territory","Males","Total","40+","2015–2016","999","131.19","758","1339","13.14","80","9775","5951","1236.93","3778","17922","20.79","40","315","5.96","3.68","9.65",
"Yukon Territory","Both sexes","Total","40+","2016–2017","1135","102.21","943","1360","9.01","150","19260","4531","942.40","2875","10699","20.80","50","715","3.99","2.56","6.23",
"Yukon Territory","Females","Total","40+","2016–2017","1078","142.07","818","1405","13.18","65","9370","","","","","","","","","","",
"Yukon Territory","Males","Total","40+","2016–2017","1182","149.01","908","1546","12.61","85","9890","5190","1222.91","3077","17248","23.56","25","330","4.39","2.60","7.41",
"Yukon Territory","Both sexes","Total","40+","2017–2018","1057","96.76","876","1272","9.15","150","19780","3786","558.90","2770","10467","14.76","60","745","3.58","2.55","5.03",
"Yukon Territory","Females","Total","40+","2017–2018","858","120.38","638","1140","14.04","55","9620","2531","645.87","1428","18829","25.52","20","385","2.95","1.67","5.22",
"Yukon Territory","Males","Total","40+","2017–2018","1265","156.95","976","1638","12.41","95","10165","5071","928.77","3416","16914","18.32","35","350","4.01","2.60","6.19",
"Yukon Territory","Both sexes","Total","40+","2018–2019","962","88.51","796","1159","9.20","145","20085","4108","859.17","2600","10217","20.92","70","810","4.27","2.73","6.68",
"Yukon Territory","Females","Total","40+","2018–2019","698","104.84","508","947","15.01","55","9775","2706","494.04","1826","12255","18.26","35","430","3.87","2.44","6.16",
"Yukon Territory","Males","Total","40+","2018–2019","1240","149.48","964","1594","12.06","95","10315","5753","1813.23","2767","22182","31.52","35","380","4.64","2.40","8.99",
"Yukon Territory","Both sexes","Total","40+","2019–2020","1095","95.74","915","1303","8.75","160","20560","","","","","","","","","","",
"Yukon Territory","Females","Total","40+","2019–2020","1129","140.43","870","1445","12.44","70","10015","2055","454.73","1262","18427","22.13","25","435","1.82","1.11","2.99",
"Yukon Territory","Males","Total","40+","2019–2020","1021","127.62","786","1324","12.50","85","10535","","","","","","","","","","",
"Yukon Territory","Both sexes","Total","40+","2020–2021*","746","74.26","607","912","9.96","120","20790","2764","655.56","1632","10779","23.72","45","910","3.71","2.24","6.14",
"Yukon Territory","Females","Total","40+","2020–2021*","658","100.64","476","895","15.29","50","10205","1896","459.13","1105","18320","24.22","20","450","2.88","1.64","5.05",
"Yukon Territory","Males","Total","40+","2020–2021*","810","106.31","615","1070","13.13","70","10590","3548","1165.89","1644","19871","32.86","25","460","4.38","2.19","8.76",
"Yukon Territory","Both sexes","Total","40+","2021–2022*","845","75.93","702","1012","8.99","145","21355","4171","778.37","2787","9094","18.66","75","995","4.94","3.29","7.41",
"Yukon Territory","Females","Total","40+","2021–2022*","807","104.93","614","1048","13.01","65","10470","3010","681.92","1826","11006","22.65","30","485","3.73","2.24","6.23",
