"Data Table: Acute myocardial infarction, Crude incidence rate, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Rate (per 100,000)","Standard Error","Lower 95%_CI","Upper 95%_CI","Rate CV (%)","Counts","Population",
"New Brunswick","Females","Total","20+","2007–2008","229","8.70","213","247","3.79","695","302890",
"New Brunswick","Males","Total","20+","2007–2008","413","12.09","389","437","2.93","1165","282275",
"New Brunswick","Both sexes","Total","20+","2008–2009","314","7.30","300","329","2.32","1850","589100",
"New Brunswick","Females","Total","20+","2008–2009","234","8.77","218","252","3.74","715","304910",
"New Brunswick","Males","Total","20+","2008–2009","401","11.88","378","425","2.96","1140","284190",
"New Brunswick","Both sexes","Total","20+","2009–2010","296","7.11","283","311","2.40","1740","586920",
"New Brunswick","Females","Total","20+","2009–2010","200","8.12","185","217","4.05","610","304340",
"New Brunswick","Males","Total","20+","2009–2010","400","11.90","377","424","2.97","1130","282580",
"New Brunswick","Both sexes","Total","20+","2010–2011","312","7.26","298","327","2.32","1850","592185",
"New Brunswick","Females","Total","20+","2010–2011","219","8.46","203","236","3.86","670","305985",
"New Brunswick","Males","Total","20+","2010–2011","412","12.00","389","437","2.91","1180","286195",
"New Brunswick","Both sexes","Total","20+","2011–2012","301","7.09","287","315","2.36","1800","598185",
"New Brunswick","Females","Total","20+","2011–2012","222","8.46","205","239","3.82","685","309190",
"New Brunswick","Males","Total","20+","2011–2012","386","11.55","364","409","2.99","1115","288990",
"New Brunswick","Both sexes","Total","20+","2012–2013","317","7.27","303","332","2.29","1905","600230",
"New Brunswick","Females","Total","20+","2012–2013","239","8.77","222","257","3.68","740","310035",
"New Brunswick","Males","Total","20+","2012–2013","401","11.76","379","425","2.93","1165","290200",
"New Brunswick","Both sexes","Total","20+","2013–2014","309","7.17","295","324","2.32","1860","601160",
"New Brunswick","Females","Total","20+","2013–2014","217","8.37","201","235","3.85","675","310370",
"New Brunswick","Males","Total","20+","2013–2014","408","11.84","385","431","2.90","1185","290790",
"New Brunswick","Both sexes","Total","20+","2014–2015","302","7.07","288","316","2.34","1820","603275",
"New Brunswick","Females","Total","20+","2014–2015","213","8.27","197","230","3.88","665","311940",
"New Brunswick","Males","Total","20+","2014–2015","396","11.67","374","420","2.94","1155","291330",
"New Brunswick","Both sexes","Total","20+","2015–2016","312","7.16","298","326","2.30","1895","608075",
"New Brunswick","Females","Total","20+","2015–2016","228","8.51","211","245","3.74","715","314200",
"New Brunswick","Males","Total","20+","2015–2016","402","11.69","379","425","2.91","1180","293880",
"New Brunswick","Both sexes","Total","20+","2016–2017","319","7.21","305","334","2.26","1960","613780",
"New Brunswick","Females","Total","20+","2016–2017","241","8.73","225","259","3.62","765","317000",
"New Brunswick","Males","Total","20+","2016–2017","403","11.65","380","426","2.89","1195","296780",
"New Brunswick","Both sexes","Total","20+","2017–2018","322","7.21","308","336","2.24","1995","619640",
"New Brunswick","Females","Total","20+","2017–2018","236","8.60","220","254","3.64","755","319565",
"New Brunswick","Males","Total","20+","2017–2018","415","11.76","392","439","2.83","1245","300080",
"New Brunswick","Both sexes","Total","20+","2018–2019","319","7.14","305","333","2.24","1995","625925",
"New Brunswick","Females","Total","20+","2018–2019","247","8.75","230","264","3.55","795","322360",
"New Brunswick","Males","Total","20+","2018–2019","395","11.41","373","418","2.89","1200","303565",
"New Brunswick","Both sexes","Total","20+","2019–2020","313","7.03","299","327","2.25","1980","633195",
"New Brunswick","Females","Total","20+","2019–2020","238","8.55","222","256","3.59","775","325455",
"New Brunswick","Males","Total","20+","2019–2020","393","11.30","371","416","2.87","1210","307750",
"New Brunswick","Both sexes","Total","20+","2020–2021*","294","6.78","281","308","2.31","1880","639470",
"New Brunswick","Females","Total","20+","2020–2021*","219","8.17","203","236","3.73","720","328445",
"New Brunswick","Males","Total","20+","2020–2021*","375","10.97","353","397","2.93","1165","311030",
"New Brunswick","Both sexes","Total","20+","2021–2022*","","","","","","","",
"New Brunswick","Females","Total","20+","2021–2022*","","","","","","","",
"New Brunswick","Males","Total","20+","2021–2022*","","","","","","","",
"New Brunswick","Both sexes","Total","20+","2022–2023*","","","","","","","",
"New Brunswick","Females","Total","20+","2022–2023*","","","","","","","",
"New Brunswick","Males","Total","20+","2022–2023*","","","","","","","",
"Quebec","Both sexes","Total","20+","2000–2001","286","2.26","281","290","0.79","15980","5596545",
"Quebec","Females","Total","20+","2000–2001","206","2.67","200","211","1.30","5935","2886460",
"Quebec","Males","Total","20+","2000–2001","370","3.70","363","378","1.00","10040","2710080",
"Quebec","Both sexes","Total","20+","2001–2002","281","2.23","276","285","0.79","15830","5641055",
"Quebec","Females","Total","20+","2001–2002","204","2.65","199","209","1.30","5930","2909330",
"Quebec","Males","Total","20+","2001–2002","362","3.64","355","370","1.01","9900","2731725",
"Quebec","Both sexes","Total","20+","2002–2003","278","2.21","273","282","0.80","15775","5681940",
"Quebec","Females","Total","20+","2002–2003","206","2.65","200","211","1.29","6025","2930795",
"Quebec","Males","Total","20+","2002–2003","355","3.59","348","362","1.01","9755","2751145",
"Quebec","Both sexes","Total","20+","2003–2004","291","2.25","287","295","0.77","16670","5729165",
"Quebec","Females","Total","20+","2003–2004","214","2.69","208","219","1.26","6315","2955135",
"Quebec","Males","Total","20+","2003–2004","373","3.67","366","381","0.98","10355","2774035",
"Quebec","Both sexes","Total","20+","2004–2005","272","2.17","268","276","0.80","15710","5776175",
"Quebec","Females","Total","20+","2004–2005","204","2.62","199","209","1.28","6075","2979430",
"Quebec","Males","Total","20+","2004–2005","345","3.51","338","351","1.02","9635","2796740",
"Quebec","Both sexes","Total","20+","2005–2006","272","2.16","268","276","0.79","15825","5820080",
"Quebec","Females","Total","20+","2005–2006","200","2.58","195","206","1.29","6020","3002850",
"Quebec","Males","Total","20+","2005–2006","348","3.52","341","355","1.01","9810","2817235",
"Quebec","Both sexes","Total","20+","2006–2007","253","2.08","249","257","0.82","14850","5865360",
"Quebec","Females","Total","20+","2006–2007","185","2.47","180","190","1.34","5600","3027005",
"Quebec","Males","Total","20+","2006–2007","326","3.39","319","333","1.04","9250","2838355",
"Quebec","Both sexes","Total","20+","2007–2008","256","2.08","252","260","0.81","15125","5903860",
"Quebec","Females","Total","20+","2007–2008","183","2.45","178","188","1.34","5585","3047470",
"Quebec","Males","Total","20+","2007–2008","334","3.42","327","341","1.02","9545","2856390",
"Quebec","Both sexes","Total","20+","2008–2009","249","2.04","245","253","0.82","14790","5948465",
"Quebec","Females","Total","20+","2008–2009","184","2.45","179","189","1.33","5655","3071330",
"Quebec","Males","Total","20+","2008–2009","318","3.32","311","324","1.05","9135","2877130",
"Quebec","Both sexes","Total","20+","2009–2010","244","2.01","240","248","0.83","14640","6008215",
"Quebec","Females","Total","20+","2009–2010","177","2.39","172","181","1.35","5475","3100750",
"Quebec","Males","Total","20+","2009–2010","315","3.29","309","322","1.04","9165","2907460",
"Quebec","Both sexes","Total","20+","2010–2011","246","2.01","242","250","0.82","14950","6075540",
"Quebec","Females","Total","20+","2010–2011","184","2.42","179","189","1.32","5760","3134585",
"Quebec","Males","Total","20+","2010–2011","312","3.26","306","319","1.04","9190","2940950",
"Quebec","Both sexes","Total","20+","2011–2012","260","2.06","256","264","0.79","15950","6138945",
"Quebec","Females","Total","20+","2011–2012","199","2.51","194","204","1.26","6305","3166240",
"Quebec","Males","Total","20+","2011–2012","324","3.30","318","331","1.02","9645","2972700",
"Quebec","Both sexes","Total","20+","2012–2013","275","2.10","270","279","0.77","17025","6201195",
"Quebec","Females","Total","20+","2012–2013","208","2.55","203","213","1.23","6660","3197265",
"Quebec","Males","Total","20+","2012–2013","345","3.39","338","352","0.98","10365","3003930",
"Quebec","Both sexes","Total","20+","2013–2014","278","2.11","274","282","0.76","17375","6255015",
"Quebec","Females","Total","20+","2013–2014","215","2.58","210","220","1.20","6940","3224585",
"Quebec","Males","Total","20+","2013–2014","344","3.37","338","351","0.98","10430","3030420",
"Quebec","Both sexes","Total","20+","2014–2015","286","2.13","282","290","0.75","18015","6303910",
"Quebec","Females","Total","20+","2014–2015","229","2.66","224","235","1.16","7450","3249840",
"Quebec","Males","Total","20+","2014–2015","346","3.37","340","353","0.97","10570","3054070",
"Quebec","Both sexes","Total","20+","2015–2016","291","2.14","287","295","0.74","18465","6342220",
"Quebec","Females","Total","20+","2015–2016","230","2.65","225","235","1.15","7515","3268280",
"Quebec","Males","Total","20+","2015–2016","356","3.40","350","363","0.96","10950","3073940",
"Quebec","Both sexes","Total","20+","2016–2017","305","2.19","301","310","0.72","19490","6384980",
"Quebec","Females","Total","20+","2016–2017","248","2.75","243","253","1.11","8150","3288040",
"Quebec","Males","Total","20+","2016–2017","366","3.44","359","373","0.94","11340","3096945",
"Quebec","Both sexes","Total","20+","2017–2018","321","2.23","316","325","0.70","20620","6427440",
"Quebec","Females","Total","20+","2017–2018","264","2.82","258","269","1.07","8720","3307055",
"Quebec","Males","Total","20+","2017–2018","382","3.50","375","388","0.92","11905","3120385",
"Quebec","Both sexes","Total","20+","2018–2019","323","2.24","319","328","0.69","20910","6469285",
"Quebec","Females","Total","20+","2018–2019","268","2.84","263","274","1.06","8915","3325435",
"Quebec","Males","Total","20+","2018–2019","382","3.48","375","388","0.91","11995","3143855",
"Quebec","Both sexes","Total","20+","2019–2020","293","2.12","289","297","0.72","19125","6526550",
"Quebec","Females","Total","20+","2019–2020","234","2.64","229","239","1.13","7830","3349820",
"Quebec","Males","Total","20+","2019–2020","356","3.35","349","362","0.94","11295","3176735",
"Quebec","Both sexes","Total","20+","2020–2021*","292","2.11","288","296","0.72","19150","6559300",
"Quebec","Females","Total","20+","2020–2021*","236","2.65","231","241","1.12","7935","3364355",
"Quebec","Males","Total","20+","2020–2021*","351","3.31","344","357","0.94","11210","3194945",
"Quebec","Both sexes","Total","20+","2021–2022*","323","2.21","319","327","0.68","21360","6616790",
"Quebec","Females","Total","20+","2021–2022*","266","2.80","261","272","1.05","9015","3389440",
"Quebec","Males","Total","20+","2021–2022*","383","3.44","376","389","0.90","12345","3227355",
"Quebec","Both sexes","Total","20+","2022–2023*","327","2.21","323","332","0.68","21920","6698060",
"Quebec","Females","Total","20+","2022–2023*","276","2.84","271","282","1.03","9475","3428965",
"Quebec","Males","Total","20+","2022–2023*","381","3.41","374","387","0.90","12445","3269100",
"Ontario","Both sexes","Total","20+","2000–2001","280","1.75","276","283","0.62","25605","9159635",
"Ontario","Females","Total","20+","2000–2001","210","2.12","206","214","1.01","9860","4694285",
"Ontario","Males","Total","20+","2000–2001","352","2.81","347","358","0.80","15740","4465350",
"Ontario","Both sexes","Total","20+","2001–2002","284","1.74","280","287","0.61","26480","9331310",
"Ontario","Females","Total","20+","2001–2002","220","2.14","216","224","0.98","10515","4783000",
"Ontario","Males","Total","20+","2001–2002","351","2.78","346","356","0.79","15965","4548310",
"Ontario","Both sexes","Total","20+","2002–2003","279","1.71","276","283","0.61","26550","9509900",
"Ontario","Females","Total","20+","2002–2003","213","2.09","209","217","0.98","10375","4875580",
"Ontario","Males","Total","20+","2002–2003","349","2.74","344","354","0.79","16175","4634320",
"Ontario","Both sexes","Total","20+","2003–2004","266","1.66","263","270","0.62","25780","9676985",
"Ontario","Females","Total","20+","2003–2004","204","2.03","200","208","0.99","10115","4963860",
"Ontario","Males","Total","20+","2003–2004","332","2.66","327","338","0.80","15660","4713120",
"Ontario","Both sexes","Total","20+","2004–2005","253","1.60","250","257","0.63","24930","9840060",
"Ontario","Females","Total","20+","2004–2005","194","1.96","190","198","1.01","9800","5049510",
"Ontario","Males","Total","20+","2004–2005","316","2.57","311","321","0.81","15130","4790545",
"Ontario","Both sexes","Total","20+","2005–2006","239","1.55","236","242","0.65","23930","10007200",
"Ontario","Females","Total","20+","2005–2006","186","1.90","183","190","1.02","9570","5136930",
"Ontario","Males","Total","20+","2005–2006","295","2.46","290","300","0.83","14360","4870265",
"Ontario","Both sexes","Total","20+","2006–2007","233","1.52","230","236","0.66","23300","10020680",
"Ontario","Females","Total","20+","2006–2007","179","1.87","176","183","1.04","9230","5150455",
"Ontario","Males","Total","20+","2006–2007","289","2.44","284","294","0.84","14075","4870230",
"Ontario","Both sexes","Total","20+","2007–2008","232","1.52","229","235","0.65","23365","10051235",
"Ontario","Females","Total","20+","2007–2008","176","1.84","172","179","1.05","9085","5175770",
"Ontario","Males","Total","20+","2007–2008","293","2.45","288","298","0.84","14280","4875465",
"Ontario","Both sexes","Total","20+","2008–2009","229","1.50","226","232","0.66","23230","10138565",
"Ontario","Females","Total","20+","2008–2009","172","1.81","168","175","1.06","8970","5224215",
"Ontario","Males","Total","20+","2008–2009","290","2.43","286","295","0.84","14265","4914355",
"Ontario","Both sexes","Total","20+","2009–2010","222","1.47","219","225","0.66","22890","10305500",
"Ontario","Females","Total","20+","2009–2010","165","1.76","162","169","1.07","8785","5311855",
"Ontario","Males","Total","20+","2009–2010","282","2.38","278","287","0.84","14105","4993640",
"Ontario","Both sexes","Total","20+","2010–2011","224","1.46","221","227","0.65","23475","10482110",
"Ontario","Females","Total","20+","2010–2011","169","1.77","165","172","1.05","9115","5402605",
"Ontario","Males","Total","20+","2010–2011","283","2.36","278","287","0.83","14365","5079510",
"Ontario","Both sexes","Total","20+","2011–2012","213","1.41","210","216","0.66","22700","10661285",
"Ontario","Females","Total","20+","2011–2012","159","1.70","156","163","1.07","8755","5493865",
"Ontario","Males","Total","20+","2011–2012","270","2.29","265","274","0.85","13945","5167425",
"Ontario","Both sexes","Total","20+","2012–2013","212","1.40","209","215","0.66","22975","10839705",
"Ontario","Females","Total","20+","2012–2013","160","1.69","157","164","1.06","8955","5584945",
"Ontario","Males","Total","20+","2012–2013","267","2.25","262","271","0.84","14020","5254755",
"Ontario","Both sexes","Total","20+","2013–2014","209","1.38","206","212","0.66","23005","10999500",
"Ontario","Females","Total","20+","2013–2014","154","1.65","151","158","1.07","8745","5666850",
"Ontario","Males","Total","20+","2013–2014","267","2.24","263","272","0.84","14260","5332650",
"Ontario","Both sexes","Total","20+","2014–2015","207","1.36","204","210","0.66","22985","11107850",
"Ontario","Females","Total","20+","2014–2015","151","1.62","147","154","1.08","8620","5722310",
"Ontario","Males","Total","20+","2014–2015","267","2.23","262","271","0.83","14365","5385535",
"Ontario","Both sexes","Total","20+","2015–2016","200","1.33","197","202","0.67","22455","11251840",
"Ontario","Females","Total","20+","2015–2016","145","1.58","142","148","1.09","8390","5793705",
"Ontario","Males","Total","20+","2015–2016","258","2.17","253","262","0.84","14065","5458130",
"Ontario","Both sexes","Total","20+","2016–2017","202","1.33","200","205","0.66","23150","11432590",
"Ontario","Females","Total","20+","2016–2017","144","1.57","141","147","1.09","8485","5883310",
"Ontario","Males","Total","20+","2016–2017","264","2.18","260","269","0.83","14665","5549285",
"Ontario","Both sexes","Total","20+","2017–2018","194","1.29","191","196","0.67","22480","11605380",
"Ontario","Females","Total","20+","2017–2018","136","1.51","133","139","1.11","8115","5969740",
"Ontario","Males","Total","20+","2017–2018","255","2.13","251","259","0.83","14360","5635640",
"Ontario","Both sexes","Total","20+","2018–2019","190","1.27","188","193","0.67","22515","11823545",
"Ontario","Females","Total","20+","2018–2019","137","1.50","134","140","1.10","8300","6077270",
"Ontario","Males","Total","20+","2018–2019","247","2.07","243","251","0.84","14215","5746275",
"Ontario","Both sexes","Total","20+","2019–2020","183","1.23","181","186","0.67","22195","12096665",
"Ontario","Females","Total","20+","2019–2020","132","1.46","129","134","1.11","8170","6210435",
"Ontario","Males","Total","20+","2019–2020","238","2.01","234","242","0.84","14025","5886230",
"Ontario","Both sexes","Total","20+","2020–2021*","171","1.19","168","173","0.70","20575","12063050",
"Ontario","Females","Total","20+","2020–2021*","121","1.40","118","124","1.15","7505","6196370",
"Ontario","Males","Total","20+","2020–2021*","223","1.95","219","227","0.87","13065","5866680",
"Ontario","Both sexes","Total","20+","2021–2022*","172","1.18","170","174","0.69","21175","12315415",
"Ontario","Females","Total","20+","2021–2022*","121","1.38","118","124","1.14","7640","6317855",
"Ontario","Males","Total","20+","2021–2022*","226","1.94","222","230","0.86","13535","5997555",
"Ontario","Both sexes","Total","20+","2022–2023*","159","1.12","157","162","0.70","20140","12633055",
"Ontario","Females","Total","20+","2022–2023*","111","1.31","109","114","1.18","7205","6476690",
"Ontario","Males","Total","20+","2022–2023*","210","1.85","206","214","0.88","12930","6156360",
"Manitoba","Both sexes","Total","20+","2000–2001","218","5.06","208","228","2.32","1860","852135",
"Manitoba","Females","Total","20+","2000–2001","155","5.96","144","167","3.83","680","437740",
"Manitoba","Males","Total","20+","2000–2001","285","8.29","269","301","2.91","1180","414395",
"Manitoba","Both sexes","Total","20+","2001–2002","206","4.90","196","216","2.38","1760","855740",
"Manitoba","Females","Total","20+","2001–2002","151","5.87","140","163","3.88","665","439660",
"Manitoba","Males","Total","20+","2001–2002","264","7.97","249","280","3.02","1100","416085",
"Manitoba","Both sexes","Total","20+","2002–2003","219","5.04","209","229","2.31","1880","859660",
"Manitoba","Females","Total","20+","2002–2003","160","6.01","148","172","3.77","705","441625",
"Manitoba","Males","Total","20+","2002–2003","281","8.20","265","298","2.92","1175","418030",
"Manitoba","Both sexes","Total","20+","2003–2004","216","4.99","207","226","2.31","1875","866915",
"Manitoba","Females","Total","20+","2003–2004","161","6.01","149","173","3.74","715","445155",
"Manitoba","Males","Total","20+","2003–2004","274","8.06","258","290","2.94","1155","421755",
"Manitoba","Both sexes","Total","20+","2004–2005","304","5.90","293","316","1.94","2660","873670",
"Manitoba","Females","Total","20+","2004–2005","221","7.01","207","235","3.18","990","448550",
"Manitoba","Males","Total","20+","2004–2005","393","9.61","374","412","2.45","1670","425125",
"Manitoba","Both sexes","Total","20+","2005–2006","278","5.62","267","289","2.02","2440","878950",
"Manitoba","Females","Total","20+","2005–2006","206","6.75","193","220","3.28","930","451510",
"Manitoba","Males","Total","20+","2005–2006","352","9.08","335","370","2.58","1505","427435",
"Manitoba","Both sexes","Total","20+","2006–2007","291","5.73","279","302","1.97","2570","884325",
"Manitoba","Females","Total","20+","2006–2007","212","6.84","199","226","3.22","965","454190",
"Manitoba","Males","Total","20+","2006–2007","373","9.31","355","392","2.50","1605","430135",
"Manitoba","Both sexes","Total","20+","2007–2008","281","5.61","270","292","2.00","2505","891535",
"Manitoba","Females","Total","20+","2007–2008","215","6.85","202","229","3.19","985","458175",
"Manitoba","Males","Total","20+","2007–2008","351","9.00","333","369","2.56","1520","433365",
"Manitoba","Both sexes","Total","20+","2008–2009","289","5.66","278","300","1.96","2605","901985",
"Manitoba","Females","Total","20+","2008–2009","212","6.77","199","226","3.19","985","463585",
"Manitoba","Males","Total","20+","2008–2009","370","9.18","352","388","2.48","1620","438400",
"Manitoba","Both sexes","Total","20+","2009–2010","282","5.56","271","293","1.97","2575","913455",
"Manitoba","Females","Total","20+","2009–2010","204","6.60","192","218","3.23","960","469625",
"Manitoba","Males","Total","20+","2009–2010","365","9.07","347","383","2.48","1620","443840",
"Manitoba","Both sexes","Total","20+","2010–2011","275","5.44","264","285","1.98","2550","928620",
"Manitoba","Females","Total","20+","2010–2011","209","6.62","197","223","3.16","1000","477360",
"Manitoba","Males","Total","20+","2010–2011","343","8.72","327","361","2.54","1550","451260",
"Manitoba","Both sexes","Total","20+","2011–2012","256","5.20","245","266","2.03","2415","945040",
"Manitoba","Females","Total","20+","2011–2012","192","6.29","180","204","3.28","930","485120",
"Manitoba","Males","Total","20+","2011–2012","322","8.36","306","339","2.60","1480","459915",
"Manitoba","Both sexes","Total","20+","2012–2013","240","4.99","231","250","2.08","2315","963505",
"Manitoba","Females","Total","20+","2012–2013","161","5.71","150","173","3.55","795","493525",
"Manitoba","Males","Total","20+","2012–2013","324","8.31","308","341","2.56","1525","469990",
"Manitoba","Both sexes","Total","20+","2013–2014","223","4.77","213","232","2.14","2180","979745",
"Manitoba","Females","Total","20+","2013–2014","153","5.52","142","164","3.62","765","501100",
"Manitoba","Males","Total","20+","2013–2014","296","7.86","280","311","2.66","1415","478640",
"Manitoba","Both sexes","Total","20+","2014–2015","216","4.65","206","225","2.16","2145","995280",
"Manitoba","Females","Total","20+","2014–2015","141","5.26","130","151","3.74","715","508545",
"Manitoba","Males","Total","20+","2014–2015","294","7.77","279","309","2.64","1430","486735",
"Manitoba","Both sexes","Total","20+","2015–2016","218","4.65","209","227","2.13","2195","1007780",
"Manitoba","Females","Total","20+","2015–2016","151","5.41","140","162","3.59","775","514825",
"Manitoba","Males","Total","20+","2015–2016","288","7.64","273","303","2.65","1420","492955",
"Manitoba","Both sexes","Total","20+","2016–2017","215","4.59","206","224","2.13","2200","1022585",
"Manitoba","Females","Total","20+","2016–2017","150","5.37","140","161","3.57","785","522010",
"Manitoba","Males","Total","20+","2016–2017","282","7.50","267","297","2.66","1410","500570",
"Manitoba","Both sexes","Total","20+","2017–2018","214","4.54","205","223","2.12","2215","1035550",
"Manitoba","Females","Total","20+","2017–2018","154","5.40","144","165","3.50","815","528400",
"Manitoba","Males","Total","20+","2017–2018","275","7.36","261","290","2.68","1395","507150",
"Manitoba","Both sexes","Total","20+","2018–2019","209","4.47","200","218","2.14","2180","1043920",
"Manitoba","Females","Total","20+","2018–2019","142","5.15","132","152","3.64","755","533060",
"Manitoba","Males","Total","20+","2018–2019","279","7.39","265","294","2.65","1425","510865",
"Manitoba","Both sexes","Total","20+","2019–2020","210","4.49","202","219","2.13","2200","1045515",
"Manitoba","Females","Total","20+","2019–2020","142","5.15","132","153","3.63","760","534815",
"Manitoba","Males","Total","20+","2019–2020","282","7.43","268","297","2.64","1440","510695",
"Manitoba","Both sexes","Total","20+","2020–2021*","192","4.27","184","201","2.22","2025","1053260",
"Manitoba","Females","Total","20+","2020–2021*","138","5.07","129","149","3.66","745","538665",
"Manitoba","Males","Total","20+","2020–2021*","248","6.94","234","262","2.80","1275","514590",
"Manitoba","Both sexes","Total","20+","2021–2022*","197","4.29","189","206","2.18","2105","1068865",
"Manitoba","Females","Total","20+","2021–2022*","138","5.03","129","148","3.64","755","546030",
"Manitoba","Males","Total","20+","2021–2022*","259","7.04","246","273","2.72","1355","522840",
"Manitoba","Both sexes","Total","20+","2022–2023*","176","3.99","168","184","2.27","1935","1101780",
"Manitoba","Females","Total","20+","2022–2023*","133","4.87","124","143","3.65","750","562475",
"Manitoba","Males","Total","20+","2022–2023*","220","6.38","207","233","2.90","1185","539305",
"Saskatchewan","Both sexes","Total","20+","2000–2001","311","6.48","298","324","2.08","2305","741395",
"Saskatchewan","Females","Total","20+","2000–2001","221","7.64","206","236","3.46","835","378095",
"Saskatchewan","Males","Total","20+","2000–2001","405","10.55","384","426","2.61","1470","363295",
"Saskatchewan","Both sexes","Total","20+","2001–2002","280","6.13","268","292","2.19","2080","744055",
"Saskatchewan","Females","Total","20+","2001–2002","194","7.15","180","208","3.69","735","379355",
"Saskatchewan","Males","Total","20+","2001–2002","369","10.06","349","389","2.73","1345","364695",
"Saskatchewan","Both sexes","Total","20+","2002–2003","263","5.93","251","275","2.26","1965","747930",
"Saskatchewan","Females","Total","20+","2002–2003","194","7.13","180","209","3.68","740","381375",
"Saskatchewan","Males","Total","20+","2002–2003","336","9.57","317","355","2.85","1230","366560",
"Saskatchewan","Both sexes","Total","20+","2003–2004","258","5.90","247","270","2.29","1915","742060",
"Saskatchewan","Females","Total","20+","2003–2004","187","7.02","174","201","3.75","710","379525",
"Saskatchewan","Males","Total","20+","2003–2004","334","9.59","315","353","2.87","1210","362540",
"Saskatchewan","Both sexes","Total","20+","2004–2005","291","6.23","279","303","2.14","2180","749425",
"Saskatchewan","Females","Total","20+","2004–2005","216","7.50","201","231","3.48","825","382745",
"Saskatchewan","Males","Total","20+","2004–2005","370","10.04","350","390","2.72","1355","366685",
"Saskatchewan","Both sexes","Total","20+","2005–2006","278","6.07","266","290","2.18","2100","754920",
"Saskatchewan","Females","Total","20+","2005–2006","205","7.30","191","220","3.56","790","385220",
"Saskatchewan","Males","Total","20+","2005–2006","356","9.81","337","375","2.76","1315","369710",
"Saskatchewan","Both sexes","Total","20+","2006–2007","265","5.95","254","277","2.24","1990","749820",
"Saskatchewan","Females","Total","20+","2006–2007","197","7.16","183","211","3.64","755","383510",
"Saskatchewan","Males","Total","20+","2006–2007","339","9.61","320","358","2.84","1240","366315",
"Saskatchewan","Both sexes","Total","20+","2007–2008","261","5.84","250","273","2.24","2000","765190",
"Saskatchewan","Females","Total","20+","2007–2008","191","6.99","177","205","3.66","745","390310",
"Saskatchewan","Males","Total","20+","2007–2008","336","9.47","318","355","2.82","1260","374880",
"Saskatchewan","Both sexes","Total","20+","2008–2009","266","5.83","255","278","2.19","2080","782145",
"Saskatchewan","Females","Total","20+","2008–2009","185","6.82","172","199","3.69","735","397560",
"Saskatchewan","Males","Total","20+","2008–2009","350","9.54","331","369","2.73","1345","384585",
"Saskatchewan","Both sexes","Total","20+","2009–2010","243","5.56","232","254","2.29","1915","787340",
"Saskatchewan","Females","Total","20+","2009–2010","169","6.49","156","182","3.85","675","400495",
"Saskatchewan","Males","Total","20+","2009–2010","322","9.12","304","340","2.83","1245","386850",
"Saskatchewan","Both sexes","Total","20+","2010–2011","239","5.46","229","250","2.28","1925","804295",
"Saskatchewan","Females","Total","20+","2010–2011","173","6.50","160","186","3.77","705","408235",
"Saskatchewan","Males","Total","20+","2010–2011","308","8.82","291","326","2.86","1220","396060",
"Saskatchewan","Both sexes","Total","20+","2011–2012","222","5.20","212","233","2.34","1830","823440",
"Saskatchewan","Females","Total","20+","2011–2012","151","6.03","140","164","3.98","630","416490",
"Saskatchewan","Males","Total","20+","2011–2012","296","8.53","280","313","2.88","1205","406960",
"Saskatchewan","Both sexes","Total","20+","2012–2013","228","5.22","218","238","2.29","1900","834390",
"Saskatchewan","Females","Total","20+","2012–2013","162","6.21","151","175","3.82","685","421630",
"Saskatchewan","Males","Total","20+","2012–2013","293","8.43","277","310","2.87","1210","412750",
"Saskatchewan","Both sexes","Total","20+","2013–2014","204","4.89","194","213","2.40","1735","851890",
"Saskatchewan","Females","Total","20+","2013–2014","143","5.78","132","155","4.03","615","429040",
"Saskatchewan","Males","Total","20+","2013–2014","265","7.91","250","281","2.99","1120","422850",
"Saskatchewan","Both sexes","Total","20+","2014–2015","202","4.81","192","211","2.38","1760","872710",
"Saskatchewan","Females","Total","20+","2014–2015","155","5.95","144","167","3.83","680","438565",
"Saskatchewan","Males","Total","20+","2014–2015","249","7.57","234","264","3.04","1080","434140",
"Saskatchewan","Both sexes","Total","20+","2015–2016","209","4.89","199","219","2.34","1820","871820",
"Saskatchewan","Females","Total","20+","2015–2016","150","5.85","139","162","3.89","660","438830",
"Saskatchewan","Males","Total","20+","2015–2016","268","7.87","253","284","2.94","1160","432990",
"Saskatchewan","Both sexes","Total","20+","2016–2017","200","4.75","191","210","2.37","1775","887290",
"Saskatchewan","Females","Total","20+","2016–2017","148","5.76","137","160","3.89","660","446300",
"Saskatchewan","Males","Total","20+","2016–2017","254","7.59","239","269","2.99","1120","440995",
"Saskatchewan","Both sexes","Total","20+","2017–2018","189","4.58","180","198","2.42","1705","900985",
"Saskatchewan","Females","Total","20+","2017–2018","126","5.27","116","137","4.19","570","452915",
"Saskatchewan","Males","Total","20+","2017–2018","253","7.52","239","268","2.97","1135","448070",
"Saskatchewan","Both sexes","Total","20+","2018–2019","195","4.61","186","204","2.36","1790","917650",
"Saskatchewan","Females","Total","20+","2018–2019","147","5.66","137","159","3.83","680","461020",
"Saskatchewan","Males","Total","20+","2018–2019","243","7.30","229","258","3.00","1110","456630",
"Saskatchewan","Both sexes","Total","20+","2019–2020","197","4.63","188","206","2.36","1800","915605",
"Saskatchewan","Females","Total","20+","2019–2020","140","5.51","129","151","3.94","645","460975",
