"Data Table: Ischemic heart disease, Crude incidence rate, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Rate (per 100,000)","Standard Error","Lower 95%_CI","Upper 95%_CI","Rate CV (%)","Counts","Population",
"New Brunswick","Males","Total","20+","2005–2006","1055","20.17","1016","1095","1.91","2735","259325",
"New Brunswick","Both sexes","Total","20+","2006–2007","884","12.77","859","910","1.44","4795","542340",
"New Brunswick","Females","Total","20+","2006–2007","731","16.07","700","764","2.20","2070","283055",
"New Brunswick","Males","Total","20+","2006–2007","1051","20.13","1012","1091","1.92","2725","259290",
"New Brunswick","Both sexes","Total","20+","2007–2008","856","12.55","832","881","1.47","4655","543615",
"New Brunswick","Females","Total","20+","2007–2008","680","15.48","650","711","2.28","1930","283785",
"New Brunswick","Males","Total","20+","2007–2008","1047","20.07","1008","1087","1.92","2720","259825",
"New Brunswick","Both sexes","Total","20+","2008–2009","799","12.09","776","824","1.51","4370","546610",
"New Brunswick","Females","Total","20+","2008–2009","634","14.91","605","664","2.35","1810","285435",
"New Brunswick","Males","Total","20+","2008–2009","982","19.39","944","1021","1.97","2565","261180",
"New Brunswick","Both sexes","Total","20+","2009–2010","830","12.35","806","854","1.49","4515","544200",
"New Brunswick","Females","Total","20+","2009–2010","686","15.52","656","718","2.26","1955","284805",
"New Brunswick","Males","Total","20+","2009–2010","987","19.51","949","1026","1.98","2560","259400",
"New Brunswick","Both sexes","Total","20+","2010–2011","804","12.11","780","828","1.51","4410","548480",
"New Brunswick","Females","Total","20+","2010–2011","643","15.00","614","674","2.33","1840","285970",
"New Brunswick","Males","Total","20+","2010–2011","979","19.31","942","1018","1.97","2570","262515",
"New Brunswick","Both sexes","Total","20+","2011–2012","790","11.95","767","814","1.51","4375","553695",
"New Brunswick","Females","Total","20+","2011–2012","663","15.15","634","693","2.29","1915","288865",
"New Brunswick","Males","Total","20+","2011–2012","927","18.71","891","964","2.02","2455","264830",
"New Brunswick","Both sexes","Total","20+","2012–2013","802","12.02","778","825","1.50","4450","555145",
"New Brunswick","Females","Total","20+","2012–2013","641","14.88","612","671","2.32","1855","289410",
"New Brunswick","Males","Total","20+","2012–2013","977","19.17","939","1015","1.96","2595","265740",
"New Brunswick","Both sexes","Total","20+","2013–2014","749","11.61","726","772","1.55","4160","555570",
"New Brunswick","Females","Total","20+","2013–2014","587","14.24","559","616","2.43","1700","289590",
"New Brunswick","Males","Total","20+","2013–2014","925","18.65","889","962","2.02","2460","265980",
"New Brunswick","Both sexes","Total","20+","2014–2015","773","11.78","750","796","1.52","4305","557165",
"New Brunswick","Females","Total","20+","2014–2015","600","14.36","572","628","2.39","1745","290995",
"New Brunswick","Males","Total","20+","2014–2015","962","19.01","925","1000","1.98","2560","266165",
"New Brunswick","Both sexes","Total","20+","2015–2016","793","11.88","769","816","1.50","4450","561445",
"New Brunswick","Females","Total","20+","2015–2016","636","14.73","608","666","2.32","1865","293185",
"New Brunswick","Males","Total","20+","2015–2016","965","18.97","929","1003","1.96","2590","268270",
"New Brunswick","Both sexes","Total","20+","2016–2017","795","11.85","772","819","1.49","4505","566460",
"New Brunswick","Females","Total","20+","2016–2017","641","14.72","612","670","2.30","1895","295755",
"New Brunswick","Males","Total","20+","2016–2017","966","18.89","929","1004","1.96","2615","270705",
"New Brunswick","Both sexes","Total","20+","2017–2018","745","11.41","723","768","1.53","4260","571830",
"New Brunswick","Females","Total","20+","2017–2018","605","14.25","578","634","2.35","1805","298165",
"New Brunswick","Males","Total","20+","2017–2018","899","18.12","864","935","2.02","2460","273665",
"New Brunswick","Both sexes","Total","20+","2018–2019","717","11.14","695","739","1.55","4145","578010",
"New Brunswick","Females","Total","20+","2018–2019","578","13.86","551","606","2.40","1740","300920",
"New Brunswick","Males","Total","20+","2018–2019","868","17.70","834","903","2.04","2405","277095",
"New Brunswick","Both sexes","Total","20+","2019–2020","694","10.89","673","715","1.57","4060","585215",
"New Brunswick","Females","Total","20+","2019–2020","559","13.56","533","586","2.43","1700","304030",
"New Brunswick","Males","Total","20+","2019–2020","839","17.28","806","874","2.06","2360","281185",
"New Brunswick","Both sexes","Total","20+","2020–2021*","607","10.13","587","627","1.67","3590","591610",
"New Brunswick","Females","Total","20+","2020–2021*","497","12.71","472","522","2.56","1525","307140",
"New Brunswick","Males","Total","20+","2020–2021*","728","15.99","697","760","2.20","2070","284475",
"New Brunswick","Both sexes","Total","20+","2021–2022*","","","","","","","",
"New Brunswick","Females","Total","20+","2021–2022*","","","","","","","",
"New Brunswick","Males","Total","20+","2021–2022*","","","","","","","",
"New Brunswick","Both sexes","Total","20+","2022–2023*","","","","","","","",
"New Brunswick","Females","Total","20+","2022–2023*","","","","","","","",
"New Brunswick","Males","Total","20+","2022–2023*","","","","","","","",
"Quebec","Both sexes","Total","20+","2000–2001","1108","4.56","1099","1117","0.41","58940","5319265",
"Quebec","Females","Total","20+","2000–2001","993","6.00","981","1005","0.60","27390","2758435",
"Quebec","Males","Total","20+","2000–2001","1232","6.94","1219","1246","0.56","31555","2560830",
"Quebec","Both sexes","Total","20+","2001–2002","1014","4.36","1006","1023","0.43","54140","5337015",
"Quebec","Females","Total","20+","2001–2002","915","5.75","904","927","0.63","25330","2767560",
"Quebec","Males","Total","20+","2001–2002","1121","6.61","1108","1134","0.59","28805","2569445",
"Quebec","Both sexes","Total","20+","2002–2003","949","4.21","941","958","0.44","50865","5357080",
"Quebec","Females","Total","20+","2002–2003","839","5.50","829","850","0.65","23320","2778135",
"Quebec","Males","Total","20+","2002–2003","1068","6.44","1056","1081","0.60","27550","2578950",
"Quebec","Both sexes","Total","20+","2003–2004","942","4.18","934","950","0.44","50755","5387250",
"Quebec","Females","Total","20+","2003–2004","833","5.46","822","844","0.66","23275","2794005",
"Quebec","Males","Total","20+","2003–2004","1060","6.39","1047","1072","0.60","27485","2593255",
"Quebec","Both sexes","Total","20+","2004–2005","870","4.01","862","878","0.46","47165","5419235",
"Quebec","Females","Total","20+","2004–2005","765","5.22","754","775","0.68","21490","2810890",
"Quebec","Males","Total","20+","2004–2005","984","6.14","972","996","0.62","25670","2608335",
"Quebec","Both sexes","Total","20+","2005–2006","843","3.93","835","851","0.47","45935","5450460",
"Quebec","Females","Total","20+","2005–2006","730","5.08","720","740","0.70","20650","2828225",
"Quebec","Males","Total","20+","2005–2006","964","6.06","952","976","0.63","25285","2622230",
"Quebec","Both sexes","Total","20+","2006–2007","797","3.81","790","805","0.48","43705","5483615",
"Quebec","Females","Total","20+","2006–2007","693","4.94","684","703","0.71","19740","2846660",
"Quebec","Males","Total","20+","2006–2007","909","5.87","897","920","0.65","23965","2636950",
"Quebec","Both sexes","Total","20+","2007–2008","779","3.76","772","786","0.48","42940","5512360",
"Quebec","Females","Total","20+","2007–2008","668","4.83","658","677","0.72","19120","2862585",
"Quebec","Males","Total","20+","2007–2008","899","5.82","888","910","0.65","23820","2649780",
"Quebec","Both sexes","Total","20+","2008–2009","743","3.66","736","750","0.49","41215","5548185",
"Quebec","Females","Total","20+","2008–2009","636","4.70","627","645","0.74","18335","2882520",
"Quebec","Males","Total","20+","2008–2009","858","5.67","847","870","0.66","22880","2665660",
"Quebec","Both sexes","Total","20+","2009–2010","708","3.56","701","715","0.50","39680","5601150",
"Quebec","Females","Total","20+","2009–2010","612","4.58","603","621","0.75","17790","2909150",
"Quebec","Males","Total","20+","2009–2010","813","5.50","803","824","0.68","21895","2692005",
"Quebec","Both sexes","Total","20+","2010–2011","703","3.52","696","710","0.50","39790","5662970",
"Quebec","Females","Total","20+","2010–2011","607","4.54","598","616","0.75","17840","2940545",
"Quebec","Males","Total","20+","2010–2011","806","5.44","796","817","0.67","21950","2722420",
"Quebec","Both sexes","Total","20+","2011–2012","704","3.51","697","711","0.50","40280","5722005",
"Quebec","Females","Total","20+","2011–2012","608","4.52","599","617","0.74","18060","2970725",
"Quebec","Males","Total","20+","2011–2012","808","5.42","797","818","0.67","22220","2751280",
"Quebec","Both sexes","Total","20+","2012–2013","690","3.45","683","696","0.50","39860","5779655",
"Quebec","Females","Total","20+","2012–2013","588","4.43","579","597","0.75","17635","2999950",
"Quebec","Males","Total","20+","2012–2013","800","5.36","789","810","0.67","22225","2779700",
"Quebec","Both sexes","Total","20+","2013–2014","663","3.37","657","670","0.51","38675","5830870",
"Quebec","Females","Total","20+","2013–2014","562","4.31","553","570","0.77","17005","3026600",
"Quebec","Males","Total","20+","2013–2014","773","5.25","762","783","0.68","21670","2804270",
"Quebec","Both sexes","Total","20+","2014–2015","656","3.34","650","663","0.51","38580","5877705",
"Quebec","Females","Total","20+","2014–2015","562","4.29","553","570","0.76","17145","3051450",
"Quebec","Males","Total","20+","2014–2015","758","5.18","748","769","0.68","21435","2826255",
"Quebec","Both sexes","Total","20+","2015–2016","637","3.28","630","643","0.52","37665","5916245",
"Quebec","Females","Total","20+","2015–2016","542","4.20","534","551","0.77","16655","3070845",
"Quebec","Males","Total","20+","2015–2016","739","5.09","729","749","0.69","21015","2845400",
"Quebec","Both sexes","Total","20+","2016–2017","680","3.38","674","687","0.50","40550","5959100",
"Quebec","Females","Total","20+","2016–2017","583","4.34","575","592","0.74","18030","3091090",
"Quebec","Males","Total","20+","2016–2017","785","5.23","775","796","0.67","22520","2868015",
"Quebec","Both sexes","Total","20+","2017–2018","663","3.32","656","669","0.50","39755","6000055",
"Quebec","Females","Total","20+","2017–2018","573","4.29","564","581","0.75","17810","3110140",
"Quebec","Males","Total","20+","2017–2018","759","5.13","749","769","0.68","21945","2889915",
"Quebec","Both sexes","Total","20+","2018–2019","621","3.21","615","628","0.52","37545","6042805",
"Quebec","Females","Total","20+","2018–2019","529","4.11","521","537","0.78","16565","3129550",
"Quebec","Males","Total","20+","2018–2019","720","4.97","710","730","0.69","20980","2913255",
"Quebec","Both sexes","Total","20+","2019–2020","628","3.21","622","634","0.51","38330","6102505",
"Quebec","Females","Total","20+","2019–2020","534","4.11","526","542","0.77","16845","3155810",
"Quebec","Males","Total","20+","2019–2020","729","4.97","719","739","0.68","21485","2946695",
"Quebec","Both sexes","Total","20+","2020–2021*","615","3.17","609","621","0.51","37745","6135625",
"Quebec","Females","Total","20+","2020–2021*","520","4.05","512","528","0.78","16480","3171075",
"Quebec","Males","Total","20+","2020–2021*","717","4.92","708","727","0.69","21270","2964555",
"Quebec","Both sexes","Total","20+","2021–2022*","655","3.25","648","661","0.50","40565","6195870",
"Quebec","Females","Total","20+","2021–2022*","557","4.17","548","565","0.75","17800","3198055",
"Quebec","Males","Total","20+","2021–2022*","759","5.03","750","769","0.66","22765","2997815",
"Quebec","Both sexes","Total","20+","2022–2023*","630","3.17","624","637","0.50","39565","6277540",
"Quebec","Females","Total","20+","2022–2023*","540","4.08","532","548","0.76","17485","3238285",
"Quebec","Males","Total","20+","2022–2023*","726","4.89","717","736","0.67","22080","3039260",
"Ontario","Both sexes","Total","20+","2000–2001","1021","3.43","1014","1028","0.34","88625","8680510",
"Ontario","Females","Total","20+","2000–2001","934","4.57","925","943","0.49","41765","4469680",
"Ontario","Males","Total","20+","2000–2001","1113","5.14","1103","1123","0.46","46855","4210830",
"Ontario","Both sexes","Total","20+","2001–2002","960","3.30","953","966","0.34","84580","8814460",
"Ontario","Females","Total","20+","2001–2002","883","4.41","875","892","0.50","40100","4538860",
"Ontario","Males","Total","20+","2001–2002","1040","4.93","1031","1050","0.47","44480","4275600",
"Ontario","Both sexes","Total","20+","2002–2003","899","3.17","893","906","0.35","80595","8960740",
"Ontario","Females","Total","20+","2002–2003","820","4.22","812","828","0.51","37830","4614510",
"Ontario","Males","Total","20+","2002–2003","984","4.76","975","993","0.48","42765","4346230",
"Ontario","Both sexes","Total","20+","2003–2004","820","3.00","814","826","0.37","74630","9100190",
"Ontario","Females","Total","20+","2003–2004","735","3.96","727","743","0.54","34450","4688505",
"Ontario","Males","Total","20+","2003–2004","911","4.54","902","920","0.50","40180","4411685",
"Ontario","Both sexes","Total","20+","2004–2005","788","2.92","783","794","0.37","72845","9241430",
"Ontario","Females","Total","20+","2004–2005","691","3.81","684","699","0.55","32930","4763220",
"Ontario","Males","Total","20+","2004–2005","891","4.46","883","900","0.50","39915","4478210",
"Ontario","Both sexes","Total","20+","2005–2006","754","2.83","749","760","0.38","70815","9387190",
"Ontario","Females","Total","20+","2005–2006","658","3.69","651","665","0.56","31855","4840830",
"Ontario","Males","Total","20+","2005–2006","857","4.34","848","866","0.51","38960","4546365",
"Ontario","Both sexes","Total","20+","2006–2007","737","2.80","732","743","0.38","69150","9380650",
"Ontario","Females","Total","20+","2006–2007","636","3.62","629","643","0.57","30815","4845500",
"Ontario","Males","Total","20+","2006–2007","845","4.32","837","854","0.51","38335","4535150",
"Ontario","Both sexes","Total","20+","2007–2008","700","2.73","695","706","0.39","65765","9393180",
"Ontario","Females","Total","20+","2007–2008","596","3.50","589","603","0.59","28990","4862980",
"Ontario","Males","Total","20+","2007–2008","812","4.23","803","820","0.52","36770","4530195",
"Ontario","Both sexes","Total","20+","2008–2009","696","2.71","691","701","0.39","65875","9466740",
"Ontario","Females","Total","20+","2008–2009","592","3.47","585","599","0.59","29030","4905840",
"Ontario","Males","Total","20+","2008–2009","808","4.21","800","816","0.52","36845","4560900",
"Ontario","Both sexes","Total","20+","2009–2010","674","2.65","669","679","0.39","64820","9619165",
"Ontario","Females","Total","20+","2009–2010","577","3.40","570","583","0.59","28765","4987495",
"Ontario","Males","Total","20+","2009–2010","779","4.10","771","787","0.53","36060","4631675",
"Ontario","Both sexes","Total","20+","2010–2011","650","2.58","645","655","0.40","63560","9781495",
"Ontario","Females","Total","20+","2010–2011","549","3.29","542","555","0.60","27840","5072100",
"Ontario","Males","Total","20+","2010–2011","758","4.01","751","766","0.53","35720","4709395",
"Ontario","Both sexes","Total","20+","2011–2012","626","2.51","621","631","0.40","62240","9948635",
"Ontario","Females","Total","20+","2011–2012","524","3.19","518","530","0.61","27035","5158640",
"Ontario","Males","Total","20+","2011–2012","735","3.92","727","743","0.53","35205","4790000",
"Ontario","Both sexes","Total","20+","2012–2013","589","2.41","584","593","0.41","59540","10115255",
"Ontario","Females","Total","20+","2012–2013","491","3.06","485","497","0.62","25770","5245090",
"Ontario","Males","Total","20+","2012–2013","693","3.77","686","701","0.54","33765","4870165",
"Ontario","Both sexes","Total","20+","2013–2014","570","2.36","566","575","0.41","58565","10266855",
"Ontario","Females","Total","20+","2013–2014","470","2.97","465","476","0.63","25040","5324095",
"Ontario","Males","Total","20+","2013–2014","678","3.70","671","686","0.55","33525","4942760",
"Ontario","Both sexes","Total","20+","2014–2015","555","2.31","550","559","0.42","57545","10371260",
"Ontario","Females","Total","20+","2014–2015","454","2.91","449","460","0.64","24430","5378920",
"Ontario","Males","Total","20+","2014–2015","663","3.65","656","670","0.55","33115","4992340",
"Ontario","Both sexes","Total","20+","2015–2016","555","2.30","551","560","0.41","58360","10511760",
"Ontario","Females","Total","20+","2015–2016","453","2.88","447","459","0.64","24685","5450020",
"Ontario","Males","Total","20+","2015–2016","665","3.63","658","673","0.54","33680","5061745",
"Ontario","Both sexes","Total","20+","2016–2017","549","2.27","545","554","0.41","58700","10685630",
"Ontario","Females","Total","20+","2016–2017","444","2.83","439","450","0.64","24595","5537490",
"Ontario","Males","Total","20+","2016–2017","662","3.59","655","669","0.54","34100","5148135",
"Ontario","Both sexes","Total","20+","2017–2018","549","2.25","545","554","0.41","59600","10853880",
"Ontario","Females","Total","20+","2017–2018","443","2.81","437","448","0.63","24895","5622885",
"Ontario","Males","Total","20+","2017–2018","663","3.56","656","670","0.54","34705","5230995",
"Ontario","Both sexes","Total","20+","2018–2019","529","2.19","525","533","0.41","58530","11065845",
"Ontario","Females","Total","20+","2018–2019","429","2.74","423","434","0.64","24550","5728505",
"Ontario","Males","Total","20+","2018–2019","637","3.45","630","643","0.54","33975","5337340",
"Ontario","Both sexes","Total","20+","2019–2020","527","2.16","523","531","0.41","59740","11333800",
"Ontario","Females","Total","20+","2019–2020","423","2.69","418","429","0.63","24810","5860345",
"Ontario","Males","Total","20+","2019–2020","638","3.41","631","645","0.54","34930","5473450",
"Ontario","Both sexes","Total","20+","2020–2021*","475","2.05","471","480","0.43","53720","11298030",
"Ontario","Females","Total","20+","2020–2021*","385","2.57","380","390","0.67","22510","5846115",
"Ontario","Males","Total","20+","2020–2021*","572","3.24","566","579","0.57","31205","5451915",
"Ontario","Both sexes","Total","20+","2021–2022*","495","2.07","491","499","0.42","57150","11550905",
"Ontario","Females","Total","20+","2021–2022*","403","2.60","398","408","0.64","24065","5968605",
"Ontario","Males","Total","20+","2021–2022*","593","3.26","586","599","0.55","33080","5582290",
"Ontario","Both sexes","Total","20+","2022–2023*","490","2.03","486","494","0.41","58140","11866635",
"Ontario","Females","Total","20+","2022–2023*","400","2.55","395","405","0.64","24480","6127025",
"Ontario","Males","Total","20+","2022–2023*","586","3.20","580","593","0.55","33655","5739605",
"Manitoba","Both sexes","Total","20+","2000–2001","902","10.52","882","923","1.17","7360","815660",
"Manitoba","Females","Total","20+","2000–2001","816","13.92","789","843","1.71","3435","421120",
"Manitoba","Males","Total","20+","2000–2001","996","15.89","965","1028","1.60","3930","394545",
"Manitoba","Both sexes","Total","20+","2001–2002","793","9.85","774","812","1.24","6475","816690",
"Manitoba","Females","Total","20+","2001–2002","722","13.09","697","748","1.81","3045","421685",
"Manitoba","Males","Total","20+","2001–2002","870","14.84","841","899","1.71","3435","395010",
"Manitoba","Both sexes","Total","20+","2002–2003","755","9.60","737","774","1.27","6185","818820",
"Manitoba","Females","Total","20+","2002–2003","690","12.77","665","715","1.85","2915","422645",
"Manitoba","Males","Total","20+","2002–2003","825","14.43","797","854","1.75","3270","396170",
"Manitoba","Both sexes","Total","20+","2003–2004","748","9.52","729","766","1.27","6165","824740",
"Manitoba","Females","Total","20+","2003–2004","679","12.64","655","705","1.86","2890","425425",
"Manitoba","Males","Total","20+","2003–2004","820","14.33","792","849","1.75","3275","399310",
"Manitoba","Both sexes","Total","20+","2004–2005","691","9.12","674","709","1.32","5740","830315",
"Manitoba","Females","Total","20+","2004–2005","598","11.82","575","622","1.98","2560","428155",
"Manitoba","Males","Total","20+","2004–2005","792","14.03","765","820","1.77","3185","402165",
"Manitoba","Both sexes","Total","20+","2005–2006","632","8.70","615","649","1.38","5280","835375",
"Manitoba","Females","Total","20+","2005–2006","548","11.27","526","570","2.06","2360","430965",
"Manitoba","Males","Total","20+","2005–2006","722","13.36","696","749","1.85","2920","404410",
"Manitoba","Both sexes","Total","20+","2006–2007","604","8.48","588","621","1.40","5080","840730",
"Manitoba","Females","Total","20+","2006–2007","510","10.84","489","531","2.13","2210","433620",
"Manitoba","Males","Total","20+","2006–2007","705","13.16","679","731","1.87","2870","407110",
"Manitoba","Both sexes","Total","20+","2007–2008","588","8.33","572","604","1.42","4985","848105",
"Manitoba","Females","Total","20+","2007–2008","481","10.48","461","502","2.18","2105","437650",
"Manitoba","Males","Total","20+","2007–2008","702","13.07","676","728","1.86","2880","410460",
"Manitoba","Both sexes","Total","20+","2008–2009","589","8.28","573","606","1.41","5060","858700",
"Manitoba","Females","Total","20+","2008–2009","493","10.55","472","514","2.14","2185","443255",
"Manitoba","Males","Total","20+","2008–2009","692","12.91","667","718","1.87","2875","415445",
"Manitoba","Both sexes","Total","20+","2009–2010","593","8.26","577","610","1.39","5165","870375",
"Manitoba","Females","Total","20+","2009–2010","490","10.44","469","510","2.13","2200","449400",
"Manitoba","Males","Total","20+","2009–2010","705","12.95","680","731","1.83","2970","420980",
"Manitoba","Both sexes","Total","20+","2010–2011","588","8.15","572","605","1.39","5210","885580",
"Manitoba","Females","Total","20+","2010–2011","506","10.52","486","527","2.08","2315","457215",
"Manitoba","Males","Total","20+","2010–2011","677","12.57","653","702","1.86","2900","428375",
"Manitoba","Both sexes","Total","20+","2011–2012","532","7.68","517","547","1.44","4800","902055",
"Manitoba","Females","Total","20+","2011–2012","445","9.78","426","465","2.20","2070","465090",
"Manitoba","Males","Total","20+","2011–2012","624","11.95","600","647","1.92","2725","436960",
"Manitoba","Both sexes","Total","20+","2012–2013","573","7.89","558","589","1.38","5275","920755",
"Manitoba","Females","Total","20+","2012–2013","462","9.88","443","482","2.14","2190","473690",
"Manitoba","Males","Total","20+","2012–2013","692","12.44","668","717","1.80","3095","447075",
"Manitoba","Both sexes","Total","20+","2013–2014","604","8.03","589","620","1.33","5660","936640",
"Manitoba","Females","Total","20+","2013–2014","487","10.06","468","507","2.07","2345","481180",
"Manitoba","Males","Total","20+","2013–2014","729","12.65","704","754","1.74","3320","455465",
"Manitoba","Both sexes","Total","20+","2014–2015","554","7.63","539","569","1.38","5270","951430",
"Manitoba","Females","Total","20+","2014–2015","441","9.50","423","460","2.15","2155","488415",
"Manitoba","Males","Total","20+","2014–2015","673","12.05","649","697","1.79","3115","463010",
"Manitoba","Both sexes","Total","20+","2015–2016","539","7.48","524","554","1.39","5195","963720",
"Manitoba","Females","Total","20+","2015–2016","438","9.41","419","456","2.15","2165","494690",
"Manitoba","Males","Total","20+","2015–2016","646","11.74","623","669","1.82","3030","469035",
"Manitoba","Both sexes","Total","20+","2016–2017","477","6.98","463","491","1.46","4665","978240",
"Manitoba","Females","Total","20+","2016–2017","374","8.63","357","391","2.31","1875","501855",
"Manitoba","Males","Total","20+","2016–2017","586","11.09","564","608","1.89","2790","476385",
"Manitoba","Both sexes","Total","20+","2017–2018","450","6.74","437","463","1.50","4460","991460",
"Manitoba","Females","Total","20+","2017–2018","356","8.37","340","373","2.35","1810","508485",
"Manitoba","Males","Total","20+","2017–2018","548","10.65","527","569","1.94","2645","482975",
"Manitoba","Both sexes","Total","20+","2018–2019","431","6.57","419","444","1.52","4315","1000285",
"Manitoba","Females","Total","20+","2018–2019","332","8.04","316","348","2.42","1705","513445",
"Manitoba","Males","Total","20+","2018–2019","535","10.48","515","556","1.96","2605","486830",
"Manitoba","Both sexes","Total","20+","2019–2020","437","6.60","424","450","1.51","4380","1002115",
"Manitoba","Females","Total","20+","2019–2020","342","8.15","327","359","2.38","1765","515405",
"Manitoba","Males","Total","20+","2019–2020","537","10.51","517","558","1.96","2615","486710",
"Manitoba","Both sexes","Total","20+","2020–2021*","433","6.54","420","446","1.51","4370","1010185",
"Manitoba","Females","Total","20+","2020–2021*","351","8.22","335","368","2.34","1825","519455",
"Manitoba","Males","Total","20+","2020–2021*","519","10.28","499","539","1.98","2545","490730",
"Manitoba","Both sexes","Total","20+","2021–2022*","459","6.69","446","473","1.46","4715","1026130",
"Manitoba","Females","Total","20+","2021–2022*","368","8.36","352","385","2.27","1940","527055",
"Manitoba","Males","Total","20+","2021–2022*","556","10.56","536","577","1.90","2775","499075",
"Manitoba","Both sexes","Total","20+","2022–2023*","441","6.45","428","454","1.46","4670","1059055",
"Manitoba","Females","Total","20+","2022–2023*","362","8.16","346","378","2.26","1965","543535",
"Manitoba","Males","Total","20+","2022–2023*","526","10.10","506","546","1.92","2710","515525",
"Saskatchewan","Both sexes","Total","20+","2000–2001","1052","12.21","1029","1077","1.16","7425","705565",
"Saskatchewan","Females","Total","20+","2000–2001","974","16.42","942","1007","1.69","3520","361425",
"Saskatchewan","Males","Total","20+","2000–2001","1135","18.16","1099","1171","1.60","3905","344140",
"Saskatchewan","Both sexes","Total","20+","2001–2002","990","11.84","967","1013","1.20","6985","705635",
"Saskatchewan","Females","Total","20+","2001–2002","889","15.69","858","920","1.77","3210","361175",
"Saskatchewan","Males","Total","20+","2001–2002","1096","17.84","1061","1131","1.63","3775","344460",
"Saskatchewan","Both sexes","Total","20+","2002–2003","942","11.54","919","965","1.23","6660","707265",
"Saskatchewan","Females","Total","20+","2002–2003","851","15.33","821","882","1.80","3080","361945",
"Saskatchewan","Males","Total","20+","2002–2003","1037","17.33","1003","1071","1.67","3580","345325",
"Saskatchewan","Both sexes","Total","20+","2003–2004","898","11.33","876","921","1.26","6285","699655",
"Saskatchewan","Females","Total","20+","2003–2004","799","14.92","770","829","1.87","2870","359130",
"Saskatchewan","Males","Total","20+","2003–2004","1004","17.17","971","1039","1.71","3420","340535",
"Saskatchewan","Both sexes","Total","20+","2004–2005","843","10.93","822","865","1.30","5950","705505",
"Saskatchewan","Females","Total","20+","2004–2005","755","14.45","727","784","1.91","2730","361605",
"Saskatchewan","Males","Total","20+","2004–2005","938","16.51","906","971","1.76","3225","343905",
"Saskatchewan","Both sexes","Total","20+","2005–2006","842","10.89","820","863","1.29","5975","710025",
"Saskatchewan","Females","Total","20+","2005–2006","734","14.21","707","763","1.94","2670","363550",
"Saskatchewan","Males","Total","20+","2005–2006","954","16.59","922","987","1.74","3305","346475",
"Saskatchewan","Both sexes","Total","20+","2006–2007","820","10.79","799","842","1.32","5775","704100",
"Saskatchewan","Females","Total","20+","2006–2007","721","14.12","693","749","1.96","2605","361445",
"Saskatchewan","Males","Total","20+","2006–2007","925","16.43","893","958","1.78","3170","342650",
"Saskatchewan","Both sexes","Total","20+","2007–2008","778","10.40","758","799","1.34","5590","718590",
"Saskatchewan","Females","Total","20+","2007–2008","665","13.44","639","692","2.02","2445","367825",
"Saskatchewan","Males","Total","20+","2007–2008","898","16.00","867","930","1.78","3150","350765",
"Saskatchewan","Both sexes","Total","20+","2008–2009","737","10.01","717","757","1.36","5415","734915",
"Saskatchewan","Females","Total","20+","2008–2009","620","12.86","595","646","2.07","2325","374905",
"Saskatchewan","Males","Total","20+","2008–2009","858","15.44","828","889","1.80","3090","360010",
"Saskatchewan","Both sexes","Total","20+","2009–2010","678","9.57","659","697","1.41","5015","739715",
"Saskatchewan","Females","Total","20+","2009–2010","567","12.25","543","591","2.16","2140","377695",
"Saskatchewan","Males","Total","20+","2009–2010","794","14.81","765","824","1.87","2875","362020",
"Saskatchewan","Both sexes","Total","20+","2010–2011","667","9.39","649","686","1.41","5045","756240",
"Saskatchewan","Females","Total","20+","2010–2011","571","12.17","547","595","2.13","2200","385280",
"Saskatchewan","Males","Total","20+","2010–2011","770","14.40","742","798","1.87","2855","370970",
"Saskatchewan","Both sexes","Total","20+","2011–2012","631","9.02","613","649","1.43","4890","775105",
"Saskatchewan","Females","Total","20+","2011–2012","518","11.48","496","541","2.21","2040","393495",
"Saskatchewan","Males","Total","20+","2011–2012","746","13.98","718","773","1.87","2845","381605",
"Saskatchewan","Both sexes","Total","20+","2012–2013","601","8.75","584","619","1.45","4725","785885",
"Saskatchewan","Females","Total","20+","2012–2013","490","11.09","469","513","2.26","1955","398680",
"Saskatchewan","Males","Total","20+","2012–2013","715","13.59","689","743","1.90","2770","387200",
"Saskatchewan","Both sexes","Total","20+","2013–2014","595","8.61","578","612","1.45","4780","803365",
"Saskatchewan","Females","Total","20+","2013–2014","479","10.86","458","501","2.27","1945","406210",
"Saskatchewan","Males","Total","20+","2013–2014","713","13.40","687","739","1.88","2830","397145",
"Saskatchewan","Both sexes","Total","20+","2014–2015","538","8.08","523","554","1.50","4435","823795",
"Saskatchewan","Females","Total","20+","2014–2015","451","10.42","431","472","2.31","1875","415755",
"Saskatchewan","Males","Total","20+","2014–2015","627","12.40","603","652","1.98","2560","408035",
"Saskatchewan","Both sexes","Total","20+","2015–2016","557","8.22","541","573","1.48","4585","823415",
"Saskatchewan","Females","Total","20+","2015–2016","443","10.32","423","464","2.33","1845","416410",
"Saskatchewan","Males","Total","20+","2015–2016","672","12.85","647","698","1.91","2735","407005",
"Saskatchewan","Both sexes","Total","20+","2016–2017","542","8.04","526","558","1.48","4545","838870",
"Saskatchewan","Females","Total","20+","2016–2017","437","10.16","418","458","2.32","1855","424045",
"Saskatchewan","Males","Total","20+","2016–2017","650","12.51","625","675","1.93","2695","414835",
"Saskatchewan","Both sexes","Total","20+","2017–2018","534","7.91","518","550","1.48","4550","852440",
